EquipLevel	EquipColorLevel	StrengthenLevel	IsCanDecompose	Material_2_0	Min_2_0	Max_2_0	Material_2_1	Min_2_1	Max_2_1
110	1	5	0	0	0	0	0	0	0
110	1	6	0	0	0	0	0	0	0
110	1	7	0	0	0	0	0	0	0
110	1	8	0	0	0	0	0	0	0
110	1	9	0	0	0	0	0	0	0
110	1	10	0	0	0	0	0	0	0
110	2	1	1	57000	2	3	0	0	0
110	2	2	1	57000	3	4	0	0	0
110	2	3	1	57000	5	6	0	0	0
110	2	4	1	57000	7	8	0	0	0
110	2	5	1	57000	9	10	0	0	0
110	2	6	1	57000	11	12	0	0	0
110	2	7	1	57000	14	15	0	0	0
110	2	8	1	57000	17	18	0	0	0
110	2	9	1	57000	20	21	0	0	0
110	2	10	1	57000	24	25	0	0	0
110	3	1	1	57001	2	3	0	0	0
110	3	2	1	57001	3	4	0	0	0
110	3	3	1	57001	5	6	0	0	0
110	3	4	1	57001	7	8	0	0	0
110	3	5	1	57001	9	10	0	0	0
110	3	6	1	57001	11	12	0	0	0
110	3	7	1	57001	14	15	0	0	0
110	3	8	1	57001	17	18	0	0	0
110	3	9	1	57001	20	21	0	0	0
110	3	10	1	57001	24	25	0	0	0
110	4	1	1	57002	1	3	0	0	0
110	4	2	1	57002	2	4	0	0	0
110	4	3	1	57002	4	6	0	0	0
110	4	4	1	57002	6	8	0	0	0
110	4	5	1	57002	8	10	0	0	0
110	4	6	1	57002	10	12	0	0	0
110	4	7	1	57002	13	15	0	0	0
110	4	8	1	57002	16	18	0	0	0
110	4	9	1	57002	19	21	0	0	0
110	4	10	1	57002	23	25	0	0	0
110	5	1	1	57003	1	2	0	0	0
110	5	2	1	57003	2	3	0	0	0
110	5	3	1	57003	4	5	0	0	0
110	5	4	1	57003	6	7	0	0	0
110	5	5	1	57003	8	9	0	0	0
110	5	6	1	57003	10	11	0	0	0
110	5	7	1	57003	13	14	0	0	0
110	5	8	1	57003	16	17	0	0	0
110	5	9	1	57003	19	20	0	0	0
110	5	10	1	57003	23	24	0	0	0
110	6	1	1	57004	1	1	0	0	0
110	6	2	1	57004	2	2	0	0	0
110	6	3	1	57004	4	4	0	0	0
110	6	4	1	57004	6	6	0	0	0
110	6	5	1	57004	8	8	0	0	0
110	6	6	1	57004	10	10	0	0	0
110	6	7	1	57004	13	13	0	0	0
110	6	8	1	57004	16	16	0	0	0
110	6	9	1	57004	19	19	0	0	0
110	6	10	1	57004	23	23	0	0	0
120	1	1	0	0	0	0	0	0	0
120	1	2	0	0	0	0	0	0	0
120	1	3	0	0	0	0	0	0	0
120	1	4	0	0	0	0	0	0	0
120	1	5	0	0	0	0	0	0	0
120	1	6	0	0	0	0	0	0	0
120	1	7	0	0	0	0	0	0	0
120	1	8	0	0	0	0	0	0	0
120	1	9	0	0	0	0	0	0	0
120	1	10	0	0	0	0	0	0	0
120	2	1	1	57000	3	4	0	0	0
120	2	2	1	57000	4	5	0	0	0
120	2	3	1	57000	6	7	0	0	0
120	2	4	1	57000	8	9	0	0	0
120	2	5	1	57000	10	11	0	0	0
120	2	6	1	57000	12	13	0	0	0
120	2	7	1	57000	15	16	0	0	0
120	2	8	1	57000	18	19	0	0	0
120	2	9	1	57000	21	22	0	0	0
120	2	10	1	57000	25	26	0	0	0
120	3	1	1	57001	2	4	0	0	0
120	3	2	1	57001	3	5	0	0	0
120	3	3	1	57001	5	7	0	0	0
120	3	4	1	57001	7	9	0	0	0
120	3	5	1	57001	9	11	0	0	0
120	3	6	1	57001	11	13	0	0	0
120	3	7	1	57001	14	16	0	0	0
120	3	8	1	57001	17	19	0	0	0
120	3	9	1	57001	20	22	0	0	0
120	3	10	1	57001	24	26	0	0	0
120	4	1	1	57002	2	3	0	0	0
120	4	2	1	57002	3	4	0	0	0
120	4	3	1	57002	5	6	0	0	0
120	4	4	1	57002	7	8	0	0	0
120	4	5	1	57002	9	10	0	0	0
120	4	6	1	57002	11	12	0	0	0
120	4	7	1	57002	14	15	0	0	0
120	4	8	1	57002	17	18	0	0	0
120	4	9	1	57002	20	21	0	0	0
120	4	10	1	57002	24	25	0	0	0
120	5	1	1	57003	1	3	0	0	0
120	5	2	1	57003	2	4	0	0	0
120	5	3	1	57003	4	6	0	0	0
120	5	4	1	57003	6	8	0	0	0
120	5	5	1	57003	8	10	0	0	0
120	5	6	1	57003	10	12	0	0	0
120	5	7	1	57003	13	15	0	0	0
120	5	8	1	57003	16	18	0	0	0
120	5	9	1	57003	19	21	0	0	0
120	5	10	1	57003	23	25	0	0	0
120	6	1	1	57004	1	2	0	0	0
120	6	2	1	57004	2	3	0	0	0
120	6	3	1	57004	4	5	0	0	0
120	6	4	1	57004	6	7	0	0	0
120	6	5	1	57004	8	9	0	0	0
120	6	6	1	57004	10	11	0	0	0
120	6	7	1	57004	13	14	0	0	0
120	6	8	1	57004	16	17	0	0	0
120	6	9	1	57004	19	20	0	0	0
120	6	10	1	57004	23	24	0	0	0
130	1	1	0	0	0	0	0	0	0
130	1	2	0	0	0	0	0	0	0
130	1	3	0	0	0	0	0	0	0
130	1	4	0	0	0	0	0	0	0
130	1	5	0	0	0	0	0	0	0
130	1	6	0	0	0	0	0	0	0
130	1	7	0	0	0	0	0	0	0
130	1	8	0	0	0	0	0	0	0
130	1	9	0	0	0	0	0	0	0
130	1	10	0	0	0	0	0	0	0
130	2	1	1	57000	3	4	0	0	0
130	2	2	1	57000	4	5	0	0	0
130	2	3	1	57000	6	7	0	0	0
130	2	4	1	57000	8	9	0	0	0
130	2	5	1	57000	10	11	0	0	0
130	2	6	1	57000	12	13	0	0	0
130	2	7	1	57000	15	16	0	0	0
130	2	8	1	57000	18	19	0	0	0
130	2	9	1	57000	21	22	0	0	0
130	2	10	1	57000	25	26	0	0	0
130	3	1	1	57001	2	4	0	0	0
130	3	2	1	57001	3	5	0	0	0
130	3	3	1	57001	5	7	0	0	0
130	3	4	1	57001	7	9	0	0	0
130	3	5	1	57001	9	11	0	0	0
130	3	6	1	57001	11	13	0	0	0
130	3	7	1	57001	14	16	0	0	0
130	3	8	1	57001	17	19	0	0	0
130	3	9	1	57001	20	22	0	0	0
130	3	10	1	57001	24	26	0	0	0
130	4	1	1	57002	2	3	0	0	0
130	4	2	1	57002	3	4	0	0	0
130	4	3	1	57002	5	6	0	0	0
130	4	4	1	57002	7	8	0	0	0
130	4	5	1	57002	9	10	0	0	0
130	4	6	1	57002	11	12	0	0	0
130	4	7	1	57002	14	15	0	0	0
130	4	8	1	57002	17	18	0	0	0
130	4	9	1	57002	20	21	0	0	0
130	4	10	1	57002	24	25	0	0	0
130	5	1	1	57003	1	3	0	0	0
130	5	2	1	57003	2	4	0	0	0
130	5	3	1	57003	4	6	0	0	0
130	5	4	1	57003	6	8	0	0	0
130	5	5	1	57003	8	10	0	0	0
130	5	6	1	57003	10	12	0	0	0
130	5	7	1	57003	13	15	0	0	0
130	5	8	1	57003	16	18	0	0	0
130	5	9	1	57003	19	21	0	0	0
130	5	10	1	57003	23	25	0	0	0
130	6	1	1	57004	1	2	0	0	0
130	6	2	1	57004	2	3	0	0	0
130	6	3	1	57004	4	5	0	0	0
130	6	4	1	57004	6	7	0	0	0
130	6	5	1	57004	8	9	0	0	0
130	6	6	1	57004	10	11	0	0	0
130	6	7	1	57004	13	14	0	0	0
130	6	8	1	57004	16	17	0	0	0
130	6	9	1	57004	19	20	0	0	0
130	6	10	1	57004	23	24	0	0	0
