EquipColorLevel	StrengthenLevel	EquipLevel	IsCanStrengthen	MaterialID_2_0	MaterialNum_2_0	MaterialID_2_1	MaterialNum_2_1	Rate	AfterLevel	FailLevel	GameMoney	RealMoney	AttrRate	AppearLevel	SlotNum
3	8	50	1	57003	5	0	0	0.75	9	7	800	1080	2.4	4	3
3	9	50	1	57004	3	0	0	0.6	10	7	900	1620	2.7	4	3
3	10	50	0	57004	5	0	0	0.5	11	9	1000	0	3	5	3
4	1	50	1	57000	1	0	0	1	2	1	100	180	1	1	3
4	2	50	1	57000	3	0	0	1	3	2	200	360	1.2	1	3
4	3	50	1	57001	3	0	0	1	4	3	300	540	1.4	1	3
4	4	50	1	57001	5	0	0	1	5	4	400	540	1.6	1	3
4	5	50	1	57002	3	0	0	1	6	4	500	1080	1.8	2	3
4	6	50	1	57002	5	0	0	1	7	5	600	1620	2	2	3
4	7	50	1	57003	3	0	0	0.9	8	6	700	1620	2.2	3	3
4	8	50	1	57003	5	0	0	0.75	9	7	800	3240	2.4	4	3
4	9	50	1	57004	3	0	0	0.6	10	7	900	4860	2.7	4	3
4	10	50	0	57004	5	0	0	0.5	11	9	1000	0	3	5	3
5	1	50	1	57000	1	0	0	1	2	1	100	540	1	1	3
5	2	50	1	57000	3	0	0	1	3	2	200	1080	1.2	1	3
5	3	50	1	57001	3	0	0	1	4	3	300	1620	1.4	1	3
5	4	50	1	57001	5	0	0	1	5	4	400	1620	1.6	1	3
5	5	50	1	57002	3	0	0	1	6	4	500	3240	1.8	2	3
5	6	50	1	57002	5	0	0	1	7	5	600	4860	2	2	3
5	7	50	1	57003	3	0	0	0.9	8	6	700	4860	2.2	3	3
5	8	50	1	57003	5	0	0	0.75	9	7	800	9720	2.4	4	3
5	9	50	1	57004	3	0	0	0.6	10	7	900	14580	2.7	4	3
5	10	50	0	57004	5	0	0	0.5	11	9	1000	0	3	5	3
6	1	50	1	57000	1	0	0	1	2	1	100	1620	1	1	3
6	2	50	1	57000	3	0	0	1	3	2	200	3240	1.2	1	3
6	3	50	1	57001	3	0	0	1	4	3	300	4860	1.4	1	3
6	4	50	1	57001	5	0	0	1	5	4	400	4860	1.6	1	3
6	5	50	1	57002	3	0	0	1	6	4	500	9720	1.8	2	3
6	6	50	1	57002	5	0	0	1	7	5	600	14580	2	2	3
6	7	50	1	57003	3	0	0	0.9	8	6	700	14580	2.2	3	3
6	8	50	1	57003	5	0	0	0.75	9	7	800	29160	2.4	4	3
6	9	50	1	57004	3	0	0	0.6	10	7	900	43740	2.7	4	3
6	10	50	0	57004	5	0	0	0.5	11	9	1000	0	3	5	3
