Index	Name	Title	ModelId	Zoom	Chartlet	Head	Color	Radius	Race	Sex	Type	Level	OfficeLevel	Exp	IsDynamic	BattleSkill_3_0	BattleSkillLevel_3_0	BattleSkill_3_1	BattleSkillLevel_3_1	BattleSkill_3_2	BattleSkillLevel_3_2	PassiveSkill_5_0	PassiveSkillLevel_5_0	PassiveSkill_5_1	PassiveSkillLevel_5_1	PassiveSkill_5_2	PassiveSkillLevel_5_2	PassiveSkill_5_3	PassiveSkillLevel_5_3	PassiveSkill_5_4	PassiveSkillLevel_5_4	MaxHp	InitAngerValue	MaxAngerValue	AngerGet	QuestDrop_3_0	QuestDrop_3_1	QuestDrop_3_2	TCDrop	FirstBossTCDrop
113	奢比尸	0	73246	1	0	0	0	1	0	0	2	40	1	95	1	1601	1	0	0	40601	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	0
114	九婴	0	73106	2	0	0	0	1	0	0	2	10	3	95	1	1271	1	0	0	40251	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	3012	0
115	黑齿	0	73104	1	0	0	0	1	0	0	2	46	1	905	1	1091	1	0	0	40091	1	65535	1	0	0	0	0	0	0	0	0	4000	40	100	20	120116	0	0	2003	0
116	苗民	0	73038	1	0	0	0	1	0	0	2	5	1	95	1	1001	1	0	0	0	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2000	2000
117	义均	0	73194	2	0	0	0	1	0	0	1	46	1	905	1	1211	1	0	0	40191	1	65535	1	0	0	0	0	0	0	0	0	4000	40	100	20	120102	0	0	4019	4022
118	蛛织娘	0	73050	1	0	0	0	1	0	0	2	46	1	905	1	1091	1	0	0	40091	1	65535	1	0	0	0	0	0	0	0	0	4000	40	100	20	120116	0	0	2003	0
119	吸血残蝠	0	73062	1	0	0	0	1	0	0	2	5	1	95	1	1001	1	0	0	0	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2000	2000
120	当扈	0	73085	2	0	0	0	1	0	0	1	46	1	905	1	1211	1	0	0	40191	1	65535	1	0	0	0	0	0	0	0	0	4000	40	100	20	120102	0	0	4019	4022
121	毒龙	0	73169	1	0	0	0	1	0	0	2	47	1	935	1	1411	1	0	0	40411	1	65535	1	0	0	0	0	0	0	0	0	4200	40	100	20	0	0	0	2003	2003
122	水精	0	73050	1	0	0	0	1	0	0	2	15	1	105	1	1111	1	0	0	40102	1	65535	1	0	0	0	0	0	0	0	0	413	40	100	20	0	0	0	2003	0
123	帝江	0	73088	2	0	0	0	1	0	0	2	10	1	95	1	5002	1	0	0	50011	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
124	鬼影	0	73028	1	0	0	0	1	0	0	2	40	1	95	1	1051	1	0	0	40053	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	0
125	巫妖	0	73039	1	0	0	0	1	0	0	4	5	1	95	1	1081	1	0	0	40083	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2000	0
126	凿齿	0	73135	2	0	0	0	1	0	0	2	21	1	280	1	1471	1	0	0	40471	1	65535	1	0	0	0	0	0	0	0	0	880	40	100	20	0	0	0	2000	0
127	鬼兵	0	73127	1	0	0	0	1	0	0	1	28	1	420	1	1301	1	0	0	40282	1	65535	1	0	0	0	0	0	0	0	0	1440	40	100	20	0	0	0	2006	0
128	鬼兵	0	73123	1	0	0	0	1	0	0	2	40	1	95	1	1461	1	0	0	40461	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	2012
129	夜游神	0	73075	2	0	0	0	1	0	0	2	48	1	965	1	1261	1	0	0	40162	1	65535	1	0	0	0	0	0	0	0	0	4400	40	100	20	120124	0	0	4043	4046
130	继无民	0	73189	1	0	0	0	1	0	0	2	10	1	95	1	1171	1	0	0	40152	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2003	0
131	继无民	0	73190	1	0	0	0	1	0	0	2	12	1	75	1	1451	1	0	0	40451	1	65535	1	0	0	0	0	0	0	0	0	335	40	100	20	0	0	0	2003	0
132	继尤氏	0	73190	2	0	0	0	1	0	0	2	10	3	95	1	1281	1	0	0	40261	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	3012	0
133	白熊精	0	73146	1	0	0	0	1	0	0	2	6	1	495	1	1011	1	0	0	40321	1	65535	1	0	0	0	0	0	0	0	0	2140	40	100	20	0	0	0	2009	0
134	鸣蛇	0	73233	1	0	0	0	1	0	0	2	10	1	95	1	5009	1	0	0	50081	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
135	陆吾	0	73148	2	0	0	0	1	0	0	1	16	1	115	1	1571	1	0	0	40571	1	65535	1	0	0	0	0	0	0	0	0	527	40	100	20	0	0	0	2003	0
136	女丑	0	73027	1	0	0	0	1	0	0	2	40	1	95	1	1051	1	0	0	40053	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2012	0
137	狻猊	0	73101	1	0	0	0	1	0	0	2	5	1	95	1	1261	1	0	0	40242	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	2000	0
138	靑丘	0	73131	2	0	0	0	1	0	0	2	10	1	95	1	5011	1	0	0	50101	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
139	飞魇	0	73083	1	0	0	0	1	0	2	2	13	1	150	1	1151	1	0	0	40132	1	65535	1	0	0	0	0	0	0	0	0	325	40	100	20	0	0	0	2003	0
140	狼精	0	73066	1	0	0	0	1	0	0	2	15	1	105	1	1161	1	0	0	40141	1	65535	1	0	0	0	0	0	0	0	0	413	40	100	20	0	0	0	2003	0
141	强良	0	73067	2	0	0	0	1	0	0	2	15	1	105	1	1161	1	0	0	40141	1	65535	1	0	0	0	0	0	0	0	0	413	40	100	20	0	0	0	2003	0
142	独囗	0	73103	1	0	0	0	1	0	0	2	10	1	95	1	5012	1	0	0	50111	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
143	巫咸	0	73253	1	0	0	0	1	0	0	2	10	1	95	1	5012	1	0	0	50111	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
144	祖状之尸	0	73176	2	0	0	0	1	0	0	2	10	1	95	1	5017	1	0	0	50161	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
145	妖姬	0	73160	1	0	0	0	1	0	2	2	13	1	150	1	1151	1	0	0	40132	1	65535	1	0	0	0	0	0	0	0	0	325	40	100	20	0	0	0	2003	0
146	尖角	0	73141	1	0	0	0	1	0	0	2	10	1	95	1	1381	1	0	0	40381	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	0	0
147	角端	0	73143	2	0	0	0	1	0	0	3	10	3	95	1	1361	1	0	0	40361	1	65535	1	0	0	0	0	0	0	0	0	1980	40	100	20	0	0	0	3012	0
