ID	typeID	property	title	targetMessage	missionMessage	NPCUncompleted	NPCCompleted	NPCRecive	NPCDisclaim	NPCUncompletedAsk	NPCCompletedAsk	killTargetTitle1	killTargetTitle2	killTargetTitle3	itemTargetTitle1	itemTargetTitle2	itemTargetTitle3	isDynamic	nextID	reciveNPCID	receiveNPCSceneID	referNPCID	referNPCSceneID	needJob	needLevel	needMissionID	needSpeciality	needSpecialityValue	needTongLevel	referType	referItemID1	referItemCount1	referItemID2	referItemCount2	referItemID3	referItemCount3	receiveItemID	receiveItemCount	referKillID1	referKillCount1	referKillID2	referKillCount2	referKillID3	referKillCount3	referDuplicateID	awardChooseItemID1	awardChooseItemID2	awardChooseItemID3	awardChooseItemJob1	awardChooseItemJob2	awardChooseItemJob3	awardItemID1	awardItemID2	awardItemCount1	awardItemCount2	awardPetID	awardMoney	awardIngot	awardExp	awardBuff	awardTitle	awardTongExp	missionSceneID	missionConveyDoorID	missionDuplicateID
2004	1003	0	小有所成	打败毒娘子	    才几天功力时间就进步如此神速，看来黑沼这些小毒物已经不能再让你提升了。草子海的毒娘子听说还小有点修为，你可以找她练练。	    遇强才能更强，你不用担心。	    好，好，好再过段日子，贫道定能让少侠脱胎换骨。	接受	拒绝	离开	交任务	打败草子海的毒娘子	0	0	0	0	0	0	2005	12	100204	12	100204	0	13	1027	0	0	0	0	0	0	0	0	0	0	0	0	2101201	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2600	0	1600	0	0	0	100204	7	13
2005	1003	0	暂缓事态	杀死草子海翼赤蝠/b杀死草子海土蝠	    贫道暂时还没有研究出解毒方法，但不能放任他们继续破坏别的药材，这种药能让他们暂时不能制造毒液，够他们安稳几天的。	    将药撒到那些毒物身上，可暂时让它们消停几日。	    这治标不治本，只能先这样了。	接受	拒绝	离开	交任务	杀死草子海翼赤蝠	杀死草子海土蝠	0	0	0	0	0	2006	11	100204	11	100204	0	13	1027	0	0	0	0	0	0	0	0	0	0	0	0	2101202	1	2101005	1	0	0	13	0	0	0	0	0	0	10010	0	0	0	0	2600	0	1600	0	0	0	100204	7	13
2008	1003	0	稍作敲打	打败符禺沼毒雾娘	    贫道派出门中弟子将解除毒物的药剂播散到黑沼，但那群毒物却一定要给他们点警告，告诉他们再做出此事，下次定不轻饶。	    是该好好警告下这群毒物了。	    希望这群毒物这次长点记性。	接受	拒绝	离开	交任务	打败符禺沼毒雾娘	0	0	0	0	0	0	2009	11	100204	11	100204	0	14	1028	0	0	0	0	0	0	0	0	0	0	0	0	2101402	2	0	0	0	0	15	0	0	0	0	0	0	10009	0	0	0	0	3600	0	2200	0	0	0	100204	7	15
2009	1003	0	门人中毒	杀死符禺沼毒蟾精	    符禺沼的那群毒蟾精真是可恶至极，竟敢毒伤我派前往撒药的弟子。\n    [player]，请你速速前去黑沼，找那毒蟾精取得解药。	    这群毒蟾精真是岂有此理。	    解药不在这群毒蟾金手里，那肯定就在金不唤那老蟾蜍手里了。看来要老夫亲自去一趟了。	接受	拒绝	离开	交任务	杀死符禺沼毒蟾精	0	0	0	0	0	0	2010	11	100204	11	100204	0	14	1028	0	0	0	0	0	0	0	0	0	0	0	0	2101401	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	3600	0	2200	0	0	0	100204	7	15
2012	1003	0	李大锤的心愿	打败护殿神蜥/b打败蜥蜴护卫	    今天是俺的生辰，听说能在大千殿呆呆就能沾点仙气能一年平平安安。但那群牛鼻子老道不让俺进大千殿，你能不能偷偷带俺去瞧瞧。	    你不是答应陪俺去大千殿的吗。	    少侠好功夫，居然能躲开那群牛鼻子老道的看守。	接受	拒绝	离开	交任务	打败清湮殿护殿神蜥	打败清湮殿蜥蜴护卫	0	0	0	0	0	2013	8	100204	8	100204	0	16	1031	0	0	0	0	0	0	0	0	0	0	0	0	2101502	3	2101503	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4300	0	2600	0	0	0	100204	8	17
2013	1003	0	道出真相	打败水将军	    俺说了谎，俺不是来沾仙气的俺其实是来找俺的救命恩人的。俺这辈子最大的心愿就是能亲口对恩公说声谢谢。 \n    [player]，你可以帮帮俺继续找恩公吗？	    恩公没找到，俺不会退出大千殿的。	    [player]你果然讲义气，见到恩公我一定重谢你。	接受	拒绝	离开	交任务	打败清湮殿水将军	0	0	0	0	0	0	2014	8	100204	8	100204	0	16	1031	0	0	0	0	0	0	0	0	0	0	0	0	2101504	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4300	0	2600	0	0	0	100204	8	17
2016	1003	0	又见故人	打败异兽紫貐/b打败异兽蓝貐	    水貐，是水貐~~~~恩人，恩人~~~~（李大锤开始大叫），马上就要见到俺的恩人了，你只要阻扰它们就行了，可不能对俺恩人的手下使真劲。	    怎么不见俺恩公了，再找找。	    没想到俺的恩人不认识俺了，也难怪恩人救俺的时候俺才8岁，现在都28岁了。	接受	拒绝	离开	交任务	打败福熙阁异兽紫貐	打败福熙阁异兽蓝貐	0	0	0	0	0	2017	8	100204	8	100204	0	18	1035	0	0	0	0	0	0	0	0	0	0	0	0	2101701	3	2101702	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4900	0	3000	0	0	0	100204	8	19
2017	1003	0	恩上加恩	打败貐王	    [player]过来过来，俺要你把耳朵凑过来，原来俺的俺人没有忘记我，只是不方便和俺相认而已，恩人要我们继续假装和他过招，它要告诉俺一些事。	    你和守卫假意过过招就行了，可不能真打。	    恩人对俺太好了，俺~~俺太激动了。你让俺缓缓再告诉你。	接受	拒绝	离开	交任务	打败福熙阁貐王	0	0	0	0	0	0	2018	8	100204	8	100204	0	18	1035	0	0	0	0	0	0	0	0	0	0	0	0	2101703	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4900	0	3000	0	0	0	100204	8	19
2018	1003	0	开始寻宝	打败灵虎/b打败虎英	    恩人告诉俺，这大千殿中藏着所有铁匠都梦寐以求的东西，你一定要帮帮我，让我们首先要找到一块玉佩，他就在大殿的某一处。	    要想找到宝物先找玉佩，先四处找找吧。	    这个地方没有，我们再到别的地方找找。	接受	拒绝	离开	交任务	打败浼云殿灵虎	打败浼云殿虎英	0	0	0	0	0	2019	8	100204	8	100204	0	18	1035	0	0	0	0	0	0	0	0	0	0	0	0	2101801	3	2101802	3	0	0	20	0	0	0	10014	10015	10016	0	0	0	0	0	5600	0	3400	0	0	0	100204	8	20
2019	1003	0	勇夺玉佩	夺取白圣王的玉佩	    白圣王身上那块玉佩就是我们要找的东西啦，你是不是奇怪俺为什么知道它是白圣王，俺当然是早打探过了，不然怎么找得到恩人，废话少说，先抢玉佩。	    白圣王身上那玉佩就是我们要寻找的。	    就是这块玉佩了，让俺来看看到底是撒宝物。	接受	拒绝	离开	交任务	0	0	0	夺取浼云殿白圣王的玉佩	0	0	0	2020	8	100204	8	100204	0	18	1035	0	0	0	0	120109	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	5600	0	3400	0	0	0	100204	8	20
2020	1003	0	宝物将显	打败鹿灵/b打败豹灵	    你来看看，这玉佩上的是地图吗，俺完全看不懂，不过上那个角应该讲的是第5层的守护者角王。那宝物应该就在这里了，你引开这些侍卫，俺去找找。	    虽然俺看不懂地图，但那玉佩上的两只角还是认识的，不就是角王的意思吗/	    [player]找到啦，找到啦，肯定是这个箱子。	接受	拒绝	离开	交任务	打败流华殿鹿灵	打败流华殿豹灵	0	0	0	0	0	2021	8	100204	8	100204	0	19	1037	0	0	0	0	0	0	0	0	0	0	0	0	2101902	3	2101901	3	0	0	21	0	0	0	0	0	0	0	0	0	0	0	7200	0	4400	0	0	0	100204	8	21
2021	1003	0	铁匠的优势	打败角王	    这箱子还上了锁，不过没关系，俺可是铁匠，对锁还是很有研究的。你再撑一会，俺这就砸开他。	    你守着点，这箱子就交给俺了。	    打开啦，这就是梦寐以求的神兵打造图。	接受	拒绝	离开	交任务	打败流华殿角王	0	0	0	0	0	0	2022	8	100204	8	100204	0	19	1037	0	0	0	0	0	0	0	0	0	0	0	0	2101903	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	7200	0	4400	0	0	0	100204	8	21
