SkillID	Name	FuncType	LevelLimit	Class	AttackTarget	UseWay	SkillTime	AttackAnim	AttackAnimSpeed	AttackEffectDelay	AttackEffectID	AttackEffectBind	IsFollowBone	AttackEffectNum	AttackEffectLife	TranslateDelay	UseObject	BulletID	BulletSrcBind	BulletTgtBind	BulletRate	BulletVelocity	BulletFlyTrack	RegionEffectID	DefeatDelay	HitEffectID	HitEffectBind	HitEffectNum	AttackShockID	AttackShockDelay	HitShockID	ShowCutSceneAnimation
40021	烈焰喷射-熔岩怪	3	10	0	1	1	2	8	1	0.4	900106	0	0	1	1.5	0.5	1	0	0	0	0	0	0	900312	0	900435	0	1	0	0	0	0
40022	溶甲-熔岩怪（防御下降）	3	10	0	1	1	1.5	7	1	0.4	900101	0	0	1	1.5	0.5	1	0	0	0	0	0	0	0	0	900408	0	1	0	0	900018	0
40023	喷炎-熔岩怪（横排）	3	10	0	1	3	1.5	7	1	0	900109	0	0	1	1.5	1	1	0	0	0	0	0	0	0	0	900408	0	1	0	0	900018	0
40024	灼热-熔岩怪（灼烧buff）	3	10	0	1	1	1.5	7	1	0.4	900101	0	0	1	1.5	0.5	1	0	0	0	0	0	0	0	0	900408	0	1	0	0	900018	0
40031	急救	3	10	0	3	3	1.5	9	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	900418	0	1	0	0	0	0
40032	武器破坏-猛壮士（攻击下降50%）	3	10	0	1	1	1.5	7	1	0.5	900101	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	0	0
40033	半月斩-猛壮士（横排）	3	10	0	1	1	2	8	1	0.2	900102	0	0	1	1.5	0.86	1	0	0	0	0	0	0	900315	0	900402	2	1	0	0	900018	0
40034	激励-猛壮士（全体士气上升）	3	10	0	1	3	1.5	9	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40041	力拼-山城土匪	3	10	0	1	1	1.67	8	1	0	0	0	0	0	0	1.03	1	0	0	0	0	0	0	900315	0.1	900402	2	1	0	0	900018	0
40042	割伤-山城土匪（破甲）	3	10	0	1	1	1.67	8	1	0	0	0	0	0	0	1.03	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	0	0
40043	裂地斩-山城土匪(纵一排)	3	10	0	1	1	1.83	7	1	1.1	900101	0	0	0	0	1.1	1	0	0	0	0	0	0	900316	0	900402	2	1	0	0	900018	0
40044	生命偷取-山城土匪	3	10	0	1	1	1.67	8	1	1.1	900101	0	0	0	0	1.1	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	0	0
40051	吸血-冥妖	3	10	0	1	1	4	8	1	0.8	900123	0	0	1	2.8	0.8	1	0	0	0	0	0	0	0	0	900002	2	1	0	0	0	0
40052	鲜血大阵-冥妖	3	10	0	1	1	1.5	8	1	0.7	900735	0	0	0	0	0.8	1	0	0	0	0	0	0	0	0	900705	0	1	0	0	0	0
40053	幽冥鬼爪-冥妖	3	10	0	1	2	3	8	1	0	0	0	0	0	0	0.8	1	900212	0	0	1	22	0	0	0.5	900326	0	1	0	0	900025	0
40054	尸毒-冥妖（中毒）	3	10	0	1	1	2.5	7	1	0	0	0	0	0	0	0.5	1	900212	0	0	1.5	22	0	0	0	900416	0	1	0	0	900025	0
40061	开山断岩	3	10	0	1	1	3	8	1	0	0	0	0	0	0	1.7	1	0	0	0	0	0	0	900312	0	900425	0	1	0	0	900018	0
40062	多段攻击测试	3	10	0	1	1	3	8	1	1.8	900101	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	900018	0
40071	割伤-山贼(流血)	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40072	生命偷取-山贼	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40073	杀气偷取-山贼	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40074	刺穿-山贼(防御下降50%)	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40081	瘟疫-鬼面人	3	10	0	1	3	7	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	900309	3	900427	2	1	0	0	0	0
40082	亢奋之舞-鬼面人（自我中心十字杀气上升30）	3	10	0	3	3	3	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
40083	鼓动之舞-鬼面人（自我中心十字攻击力上升20%）	3	10	0	3	3	3	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
40084	浓缩毒气弹	3	10	0	1	3	5	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	900711	0	900427	2	1	0	0	0	0
40091	毒液喷射-蜘蛛精	3	10	0	1	2	2	8	1	0	900202	3	0	1	1	0.93	1	900202	3	2	1	15	0.2	0	0	900416	2	1	0	0	900025	0
40092	刺穿-蜘蛛精	3	10	0	1	1	1.5	8	1	0	900202	3	0	1	1	0.93	1	0	3	2	0	0	0	0	0	900003	2	1	0	0	900025	0
40093	毒液喷射-蜘蛛精	3	10	0	1	2	2.5	8	1	0	900202	3	0	1	1	0.93	1	900202	3	2	1	15	0.2	0	0	900416	2	1	0	0	0	0
40094	召唤蜘群-蜘蛛精	3	10	0	1	2	2.5	8	1	0	900202	3	0	1	1	0.93	1	900202	3	2	1	15	0.2	0	0	900416	2	1	0	0	0	0
40101	唤水-蜥蜴精	3	10	0	1	3	3.5	8	1	0.66	900108	0	0	1	1.5	2	1	0	0	0	0	0	0	900321	0	900404	0	1	0	0	0	0
40102	治愈-蜥蜴精(自我治疗)	3	10	0	3	3	1.5	8	1	0.66	900108	0	0	1	1.5	1	1	0	0	0	0	0	0	0	0	900418	0	1	0	0	0	0
40103	撕裂-蜥蜴精(造成流血效果)	3	10	0	1	1	1.5	8	1	0.66	0	0	0	0	0	0.66	1	0	0	0	0	0	0	0	0	900428	0	1	0	0	0	0
40104	离火咒-蜥蜴精	3	10	0	1	3	4	8	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	900409	0.4	900408	0	1	0	0	0	0
40111	烈风斩-旱魃	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	900316	0	900402	0	1	0	0	0	0
40112	飞沙走石-旱魃(目标十字范围旋风）	3	10	0	1	3	3	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	900313	0	900402	0	1	0	0	0	0
40113	重击-旱魃( 单体高伤害)	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	900435	0	900402	0	1	0	0	0	0
40114	漆黑-旱魃（目标命中下降）	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.86	1	0	0	0	0	0	0	900316	0	900402	0	1	0	0	0	0
40121	剧毒蜂尾针-玄蜂	3	10	0	1	1	1.5	8	1	0.1	900202	3	0	1	1	1	1	0	0	0	0	0	0	0	0	900427	2	1	0	0	0	0
40122	蜜糖-玄蜂（自我治愈）	3	10	0	3	3	1.5	8	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	900418	2	1	0	0	0	0
40123	刺穿-玄蜂（防御力下降30%）	3	10	0	1	1	1.5	8	1	0	0	3	0	1	1	1	1	0	0	0	0	0	0	0	0	900427	2	1	0	0	0	0
40124	麻痹-玄蜂(麻痹)	3	10	0	1	1	1.5	8	1	0	0	3	0	1	1	1	1	0	0	0	0	0	0	0	0	900427	2	1	0	0	0	0
40131	饮血-土蝠	3	10	0	1	1	4	8	1	1	900123	0	0	1	2.8	1	1	0	0	0	0	0	0	0	0	900002	2	1	0	0	0	0
40132	低鸣-土蝠(自身，回避命中上升50%一个回合)	3	10	0	3	3	4	8	1	1	900107	1	0	1	2.8	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
40133	旋风-土蝠(十字范围)	3	10	0	1	3	5	8	1	1	900107	1	0	1	2.8	1.5	1	0	0	0	0	0	0	900313	0.5	900402	2	1	0	0	0	0
40134	饮血-土蝠	3	10	0	1	1	1.5	8	1	1	900123	0	0	1	2.8	1	1	0	0	0	0	0	0	0	0	900002	2	1	0	0	0	0
40141	十字冰封-寒狼	3	10	0	1	1	2	8	1	0	900108	0	0	0	0	0.8	1	0	0	0	0	0	0	900305	0	900430	2	1	0	0	0	0
40142	嗜血-寒狼（吸血）	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.66	1	0	0	0	0	0	0	900403	0	900430	2	1	0	0	0	0
40143	割裂-寒狼（流血）	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.66	1	0	0	0	0	0	0	900403	0	900430	2	1	0	0	0	0
40144	重击-寒狼	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.8	1	0	0	0	0	0	0	900425	0	900430	2	1	0	0	0	0
40151	地裂-金牛	3	10	0	1	1	2	8	1	0.8	900101	0	0	1	1.5	0.8	1	0	0	0	0	0	0	900737	0	900401	0	1	0	0	900018	0
40152	重击-金牛	3	10	0	1	1	1.5	8	1	0.8	900101	0	0	1	1.5	0.8	1	0	0	0	0	0	0	0	0	900435	0	1	0	0	900018	0
40153	千年盾-金牛（防御大幅上身1回合）	3	10	0	3	3	1.5	8	1	0.8	900101	0	0	1	1.5	0.8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40154	地裂-金牛	3	10	0	1	1	2	8	1	0.8	900101	0	0	1	1.5	0.8	1	0	0	0	0	0	0	900737	0	900401	0	1	0	0	900018	0
40161	契约	3	10	0	1	3	1.5	7	1	0	0	0	0	0	0	0.8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40162	扫荡	3	10	0	1	1	2	8	1	0.5	900701	0	0	0	0	0.8	1	0	0	0	0	0	0	900737	0	900402	0	1	0	0	0	0
40171	冲撞-野猪	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	900705	0	1	0	0	0	0
40172	猪牙攻击-野猪(造成流血效果)	3	10	0	1	1	1.5	7	1	0	0	0	0	0	0	0.34	1	0	0	0	0	0	0	0	0	900402	2	1	0	0	0	0
40173	亢奋-野猪（2回合内攻击大幅上升）	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40174	冲撞-野猪	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	900705	0	1	0	0	0	0
40181	痛饮鲜血	3	10	0	1	1	4	8	1	0.6	900123	0	0	1	2.8	0.6	1	0	0	0	0	0	0	0	0	900002	2	1	0	0	0	0
40191	巨翼风暴	3	10	0	1	3	5	8	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	900313	1.5	900402	0	1	0	0	900018	0
40201	枯木再生	3	10	0	1	3	4	8	1	0	900115	0	0	1	1.8	1	1	0	0	0	0	0	0	900314	0.5	900418	0	1	0	0	0	0
40211	攻击2-火猪	3	10	0	1	1	2	8	1	0	0	0	0	0	0	0.63	1	0	0	0	0	0	0	900737	0.2	900402	0	1	0	0	900025	0
40212	激奋-火猪（单体攻击升）	3	10	0	1	1	1.5	7	1	0	0	0	0	0	0	0.56	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40213	钉耙重击-火猪（流血）	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	900403	2	1	0	0	0	0
40214	急救-火猪(自己治疗)	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	0.56	1	0	0	0	0	0	0	0	0	900418	0	1	0	0	0	0
40221	溶甲	3	10	0	1	3	5	8	1	0.1	900109	0	0	1	2	1.2	1	0	0	0	0	0	0	900713	1.5	900435	0	1	0	0	0	0
40231	攻击2-水貐(区域)	3	10	0	1	3	5	8	1	0.6	900108	0	0	0	0	1	1	0	0	0	0	0	0	900321	1.2	900404	0	1	0	0	0	0
40232	攻击2-水貐（单体）	3	10	0	1	3	4	8	1	0.6	900108	0	0	0	0	1.5	1	0	0	0	0	0	0	900301	0.5	900301	0	1	0	0	0	0
40233	拍击-水貐(杀气下降70)	3	10	0	1	3	1.5	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	900403	0	1	0	0	0	0
40234	攻击2-水貐(区域)	3	10	0	1	3	5	8	1	0.6	900108	0	0	0	0	1	1	0	0	0	0	0	0	900321	1.2	900404	0	1	0	0	0	0
40241	攻击2-方良兽(流血)	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900402	0	1	0	0	0	0
40242	风暴利爪-方良兽	3	10	0	1	1	2	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	900315	0	900402	0	1	0	0	0	0
40243	重击-方良兽(高伤害)	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900402	0	1	0	0	0	0
40244	硬化	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40251	百川朝海	3	10	0	1	3	4	8	1	0.76	900108	0	0	0	0	1.2	1	0	0	0	0	0	0	900731	0.5	900404	0	1	0	0	0	0
40261	战争怒吼	3	10	0	3	3	1.5	8	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40262	攻击2-穷奇(吞噬)	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.7	1	0	0	0	0	0	0	0	0	900726	0	1	0	0	0	0
40271	攻击2-长刀忠魂	3	10	0	1	1	2	8	1	0.5	900701	0	0	0	0	0.8	1	0	0	0	0	0	0	900311	0	900435	0	1	0	0	0	0
40272	破甲-长刀忠魂	3	10	0	1	1	1.5	7	1	0.5	900101	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	900435	0	1	0	0	0	0
40273	一刀两段-长刀忠魂（单体高伤害）	3	10	0	1	1	1.5	7	1	0.5	900101	0	0	0	0	0.63	1	0	0	0	0	0	0	0	0	900435	0	1	0	0	0	0
40274	攻击2-长刀忠魂	3	10	0	1	1	2	8	1	0.5	900701	0	0	0	0	0.8	1	0	0	0	0	0	0	900311	0	900435	0	1	0	0	0	0
40281	攻击2-盾甲忠魂	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	900705	0	1	0	0	0	0
40282	千年盾-盾甲忠魂(格挡率上升至100%一个回合内)	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
40283	忠魂-盾甲忠魂(自身治愈)	3	10	0	3	3	1.5	7	1	0	0	0	0	0	0	0.46	1	0	0	0	0	0	0	0	0	900418	0	1	0	0	0	0
40284	攻击2-盾甲忠魂	3	10	0	1	1	1.5	8	1	0	0	0	0	0	0	0.36	1	0	0	0	0	0	0	0	0	900705	0	1	0	0	0	0
40291	炼狱	3	10	0	1	3	5	8	1	0.6	900109	0	0	1	2	1.43	1	0	0	0	0	0	0	900713	0.6	900407	0	1	0	0	900019	0
40301	愤怒冲击	3	10	0	1	1	2.5	8	1	0	0	0	0	0	0	1.1	1	0	0	0	0	0	0	900737	0	900401	2	1	0	0	900018	0
40311	吞噬	3	10	0	1	3	4	8	1	0	0	0	0	0	0	1.2	1	0	0	0	0	0	0	900434	0	900716	2	1	0	0	900019	0
40321	攻击2-白熊怪	3	10	0	1	1	3	8	1	0	0	0	0	0	0	1.33	1	0	0	0	0	0	0	900722	0	900426	0	1	0	0	900025	0
40322	横排-白熊怪	3	10	0	1	1	2	7	1	0.3	900701	0	0	0	0	0.7	1	0	0	0	0	0	0	900304	0	900405	0	1	0	0	900025	0
40323	攻击2-白熊怪	3	10	0	1	1	3	8	1	0	0	0	0	0	0	1.33	1	0	0	0	0	0	0	900722	0	900426	0	1	0	0	900025	0
40324	攻击2-白熊怪	3	10	0	1	1	3	8	1	0	0	0	0	0	0	1.33	1	0	0	0	0	0	0	900722	0	900426	0	1	0	0	900025	0
40331	攻击2-冰魄精	3	10	0	1	3	5	8	1	0.2	900108	0	0	1	1.8	1.8	1	0	0	0	0	0	0	900323	1.2	900405	2	1	0	0	0	0
40332	破甲-冰魄精(防御下降)	3	10	0	1	1	1.5	7	1	0.6	900106	0	0	1	1.8	0.7	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40333	冻结-冰魄精(目标冰封1回合)	3	10	0	1	3	4	8	1	0.2	900108	0	0	1	1.8	1.8	1	0	0	0	0	0	0	900406	0	900405	2	1	0	0	0	0
40334	攻击2-冰魄精	3	10	0	1	3	5	8	1	0.2	900108	0	0	1	1.8	1.8	1	0	0	0	0	0	0	900323	1.2	900405	2	1	0	0	0	0
40341	枯木再生	3	10	0	1	3	4	8	1	0	900115	0	0	1	1.8	0.83	1	0	0	0	0	0	0	900314	0.5	900418	0	1	0	0	0	0
40342	宁静-白鹿精	3	10	0	1	3	4	8	1	0	900115	0	0	1	1.8	0.83	1	0	0	0	0	0	0	900314	0.5	900418	0	1	0	0	0	0
40351	极光	3	10	0	1	1	2	8	1	1	900735	0	0	1	1.8	1	1	0	0	0	0	0	0	900724	0	900705	2	1	0	0	900018	0
40361	蓄力射击	3	10	0	2	2	4	8	1	0	900206	5	1	1	1	1.07	1	900205	5	2	1	30	0	0	0	900206	2	1	0	0	0	0
40371	纵排-巨石怪	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.77	1	0	0	2	0	0	0	0	0	900708	2	1	0	0	900018	0
40372	再生-巨石怪	3	10	0	3	3	1.5	7	1	0	0	0	0	1	1	0.4	1	0	0	2	0	0	0	0	0	900418	0	1	0	0	0	0
40373	格挡上升-巨石怪	3	10	0	3	3	1.5	7	1	0	0	0	0	1	1	0.4	1	0	0	2	0	0	0	0	0	900418	0	1	0	0	0	0
40374	横排-巨石怪	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.77	1	0	0	2	0	0	0	900737	0	900401	0	1	0	0	900018	0
40381	治愈-舞娘	3	10	0	1	3	2.5	8	1	0	0	0	0	1	1	0.63	1	0	0	2	0	0	0	0	0.5	900712	0	1	0	0	0	0
40382	暴雷术-舞娘	3	10	0	1	3	1.5	8	1	0	0	0	0	1	1	0.63	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	0	0
40383	冰封-舞娘	3	10	0	1	3	1.5	8	1	0	0	0	0	1	1	0.63	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	0	0
40384	炼狱-舞娘	3	10	0	1	3	3.5	8	1	0	0	0	0	1	1	0.63	1	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0
40391	绝招-牢头	3	10	0	1	1	2.5	8	1	0	0	0	0	1	1	1.1	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900018	0
40401	绝招-守卫	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.9	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900018	0
40411	绝招-双头蛇	3	10	0	1	1	1.2	7	1	0	0	0	0	1	1	0.53	1	0	0	2	0	0	0	0	0	900425	2	1	0	0	900018	0
40421	绝招-刀魔	3	10	0	1	1	2.3	8	1	1.1	900101	0	0	1	1	1.2	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	900018	0
40431	绝招-蛤蟆精	3	10	0	1	1	3	8	1	1.33	900101	0	0	1	1.8	1.43	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	0	0
40441	绝招-猎犬	3	10	0	1	1	1.93	8	1	0	0	0	0	1	1	1.2	1	0	0	2	0	0	0	0	0	900448	2	1	0	0	900018	0
40451	治愈之舞-花妖	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	0	0	900418	2	1	0	0	900018	0
40452	荆棘之舞-花妖	3	10	0	1	3	3	8	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	900738	0.1	900402	2	1	0	0	900018	0
40453	激励之舞-花妖	3	10	0	1	3	1.5	8	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	0	0	900446	2	1	0	0	900018	0
40454	狂风之舞-花妖	3	10	0	1	3	4	8	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	900313	0.4	900401	2	1	0	0	900018	0
40461	蓄力射击-箭魔	3	10	0	1	2	3.5	8	1	0	0	0	0	1	1	1.23	1	900210	5	2	1	30	0	0	0	900412	2	1	0	0	900018	0
40462	贯通射击-箭魔	3	10	0	1	1	2.5	8	1	1.13	900214	0	0	1	1	1.23	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900018	0
40471	舞锤-锤魔	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.6	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900018	0
40472	地裂-锤魔	3	10	0	1	1	1.5	8	1	0	0	0	0	1	1	0.6	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900018	0
40473	狂怒-锤魔	3	10	0	1	3	1.5	8	1	0	0	0	0	1	1	0.6	1	0	0	2	0	0	0	0	0	900401	2	1	0	0	900018	0
40481	水袭-鲤鱼精	3	10	0	1	3	5	8	1	0	0	0	0	1	1	2.16	1	0	0	2	0	0	0	900321	0.1	900404	2	1	0	0	900018	0
40482	治愈-鲤鱼精	3	10	0	1	3	3.5	8	1	0	0	0	0	1	1	2.16	1	0	0	2	0	0	0	0	0	900418	2	1	0	0	900018	0
40483	怒涛-鲤鱼精	3	10	0	1	3	5	8	1	0	0	0	0	1	1	2.16	1	0	0	2	0	0	0	900321	0.5	900404	2	1	0	0	900018	0
40491	移山-老龟精	3	10	0	1	3	5	8	1	0	0	0	0	1	1	1.8	1	0	0	2	0	0	0	900330	0.5	900401	2	1	0	0	900018	0
40501	绝招-黑鱼精	3	10	0	1	1	3	8	1	0	0	0	0	1	1	0.96	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	900018	0
40511	绝招-白骨娘娘	3	10	0	1	3	2.3	8	1	0	0	0	0	0	0	1.23	1	0	0	0	0	0	0	0	0	900422	0	1	0	0	0	0
40521	绝招-火娃	3	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40531	绝招-逍遥子	3	10	0	1	3	3.5	8	1	0	0	0	0	0	0	2.16	1	0	0	0	0	0	0	900335	0.6	900714	2	1	0	0	0	0
40541	绝招-哪吒	3	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40551	绝招-雷公	3	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40561	绝招-牛头人	3	10	0	1	1	1	7	1	0	0	0	0	0	0	0.633	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40571	绝招-飞蛇	3	10	0	1	2	2	8	1	0.2	900202	1	1	1	1	1.13	1	900202	1	2	1.5	22	0.05	0	0	900427	2	1	0	0	900025	0
40581	人参娃	3	10	0	1	3	1.66	8	1	0	0	0	0	1	1	0.7	1	0	0	2	0	0	0	900314	0.5	900418	0	1	0	0	0	0
40591	绝招-女恶霸	3	10	0	1	1	1.67	8	1	0.7	900101	0	0	0	0	0.83	1	0	0	0	0	0	0	0	0	900714	2	1	0	0	0	0
40601	绝招-冥尸	3	10	0	1	1	1.8	7	1	0	0	0	0	0	0	0.33	1	0	0	2	0	0	0	900422	0.3	900425	2	1	0	0	900020	0
40611	绝招-长刀女	3	10	0	1	1	2.33	8	1	0	0	0	0	0	0	0.73	1	0	0	2	0	0	0	900315	0.1	900402	2	1	0	0	900020	0
40621	绝招-狗头军师	3	10	0	1	3	3	8	1	0	0	0	0	0	0	0.86	1	0	0	2	0	0	0	900307	0.6	900407	2	1	0	0	900020	0
40631	绝招-守树神妪	3	10	0	1	3	2.5	8	1	0	0	0	0	0	0	1.26	1	0	0	2	0	0	0	900750	0.5	900401	2	1	0	0	900020	0
40641	绝招-黑白无常	3	10	0	1	1	1.8	8	1	0.96	900735	0	0	0	0	0.96	1	0	0	2	0	0	0	0	0	900425	2	1	0	0	900020	0
50001	开山断岩	3	10	0	1	1	3	8	1	0	0	0	0	0	0	1.8	1	0	0	2	0	0	0	900312	0.1	900425	2	1	0	0	900018	0
50011	狂风	3	10	0	1	3	3.5	8	1	0	0	0	0	1	1	1.06	1	0	0	2	0	0	0	900313	0.5	900402	2	1	0	0	900018	0
50021	凄煌罡风	3	10	0	1	1	2	8	1	0	0	0	0	1	1	1.43	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	900018	0
50031	上宝沁金钯	3	10	0	1	1	2	8	1	0	0	0	0	1	1	0.63	1	0	0	2	0	0	0	900315	0.1	900402	2	1	0	0	900018	0
50041	万剑诀	3	10	0	1	3	3.8	8	1	0	0	0	0	1	1	2	1	0	0	2	0	0	0	900335	0.3	900402	2	1	0	0	900018	0
50051	震撼	3	10	0	1	3	2.5	8	1	0	0	0	0	1	1	0.76	1	0	0	2	0	0	0	0	0	900708	0	1	0	0	900018	0
50061	白虹障壁	3	10	0	3	3	3.5	8	1	0	0	0	0	1	1	2.16	1	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0
50071	枯木再生	3	10	0	3	3	3.5	8	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	900314	0.5	900418	0	1	0	0	0	0
50081	风暴重锤	3	10	0	1	1	1.86	8	1	0	0	0	0	1	1	1.33	1	0	0	2	0	0	0	900722	0.1	900401	2	1	0	0	900018	0
50091	幽冥暗夜	3	10	0	1	3	3	8	1	0	0	0	0	1	1	1.23	1	0	0	2	0	0	0	900422	0.5	900714	2	1	0	0	900018	0
50101	九阳烈焰	3	10	0	1	3	4	8	1	0.6	900109	0	0	1	1	1.43	1	0	0	2	0	0	0	900713	0.5	900407	2	1	0	0	900025	0
50111	苍炎涌劲	3	10	0	3	3	1.53	8	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	900442	0	1	0	0	0	0
50121	凶虎烈震	3	10	0	1	3	2	12	1	0	0	0	0	1	1	0.4	1	0	0	2	0	0	0	0	0	900402	2	1	0	0	900025	0
50131	五蕴生华	3	10	0	3	3	3.5	8	1	0	0	0	0	1	1	1.06	1	0	0	2	0	0	0	0	0	900513	0	1	0	0	0	0
50141	天极寒气	3	10	0	1	3	2.5	8	1	0	0	0	0	1	1	1.06	1	0	0	2	0	0	0	900301	0.3	900430	2	1	0	0	900018	0
50151	越来峰	3	10	0	1	1	3	8	1	0	0	0	0	1	1	0.96	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	900018	0
50161	三味真火	3	10	0	1	3	3	7	1	0	0	0	0	1	1	0.73	1	0	0	2	0	0	0	900409	0.5	900408	0	1	0	0	900018	0
50171	伏魔乾坤圈	3	10	0	1	3	2.33	8	1	0	0	0	0	1	1	0.7	1	900216	0	2	0	0	0	0	0	0	2	1	0	0	900018	0
50181	雷迎	3	10	0	1	3	2.166	8	1	0	0	0	0	1	1	1.06	1	0	0	2	0	0	0	900332	0.8	900402	2	1	0	0	900018	0
50191	豪气	3	10	0	1	1	2.33	8	1	0	0	0	0	1	1	1.06	1	0	0	2	0	0	0	0	0	900430	2	1	0	0	900018	0
50201	人参娃	3	10	0	1	3	1.66	8	1	0	0	0	0	1	1	0.7	1	0	0	2	0	0	0	900314	0.5	900418	0	1	0	0	0	0
