Class	SkillID	SkillLevel	PreID	PreLevel	PosX	PosY	ClassLevel	SkillPoint	FieldID	StarSprite	NotActiveSprite
2	30001	5	0	0	15	91.2	1	5	1	1001.11300001	11100126
2	30001	6	0	0	15	91.2	1	6	1	1001.11300001	11100126
2	30001	7	0	0	15	91.2	1	7	1	1001.11300001	11100126
2	30001	8	0	0	15	91.2	1	8	1	1001.11300001	11100126
2	30001	9	0	0	15	91.2	1	9	1	1001.11300001	11100126
2	30001	10	0	0	15	91.2	1	10	1	1001.11300001	11100126
2	30002	1	30001	1	38.5	70.2	1	1	2	1001.11300004	11100129
2	30002	2	30001	1	38.5	70.2	1	2	2	1001.11300004	11100129
2	30002	3	30001	1	38.5	70.2	1	3	2	1001.11300004	11100129
2	30002	4	30001	1	38.5	70.2	1	4	2	1001.11300004	11100129
2	30002	5	30001	1	38.5	70.2	1	5	2	1001.11300004	11100129
2	30002	6	30001	1	38.5	70.2	1	6	2	1001.11300004	11100129
2	30002	7	30001	1	38.5	70.2	1	7	2	1001.11300004	11100129
2	30002	8	30001	1	38.5	70.2	1	8	2	1001.11300004	11100129
2	30002	9	30001	1	38.5	70.2	1	9	2	1001.11300004	11100129
2	30002	10	30001	1	38.5	70.2	1	10	2	1001.11300004	11100129
2	30003	1	30002	1	22.9	46	1	1	3	1001.11320011	11100173
2	30003	2	30002	1	22.9	46	1	2	3	1001.11320011	11100173
2	30003	3	30002	1	22.9	46	1	3	3	1001.11320011	11100173
2	30003	4	30002	1	22.9	46	1	4	3	1001.11320011	11100173
2	30003	5	30002	1	22.9	46	1	5	3	1001.11320011	11100173
2	30003	6	30002	1	22.9	46	1	6	3	1001.11320011	11100173
2	30003	7	30002	1	22.9	46	1	7	3	1001.11320011	11100173
2	30003	8	30002	1	22.9	46	1	8	3	1001.11320011	11100173
2	30003	9	30002	1	22.9	46	1	9	3	1001.11320011	11100173
2	30003	10	30002	1	22.9	46	1	10	3	1001.11320011	11100173
2	30004	1	30003	1	37.7	24.5	1	1	4	1001.11320007	11100169
2	30004	2	30003	1	37.7	24.5	1	2	4	1001.11320007	11100169
2	30004	3	30003	1	37.7	24.5	1	3	4	1001.11320007	11100169
2	30004	4	30003	1	37.7	24.5	1	4	4	1001.11320007	11100169
2	30004	5	30003	1	37.7	24.5	1	5	4	1001.11320007	11100169
2	30004	6	30003	1	37.7	24.5	1	6	4	1001.11320007	11100169
2	30004	7	30003	1	37.7	24.5	1	7	4	1001.11320007	11100169
2	30004	8	30003	1	37.7	24.5	1	8	4	1001.11320007	11100169
2	30004	9	30003	1	37.7	24.5	1	9	4	1001.11320007	11100169
2	30004	10	30003	1	37.7	24.5	1	10	4	1001.11320007	11100169
2	30005	1	30004	1	56.5	26.6	1	1	5	1001.11100005	11100104
2	30005	2	30004	1	56.5	26.6	1	2	5	1001.11100005	11100104
2	30005	3	30004	1	56.5	26.6	1	3	5	1001.11100005	11100104
2	30005	4	30004	1	56.5	26.6	1	4	5	1001.11100005	11100104
2	30005	5	30004	1	56.5	26.6	1	5	5	1001.11100005	11100104
2	30005	6	30004	1	56.5	26.6	1	6	5	1001.11100005	11100104
2	30005	7	30004	1	56.5	26.6	1	7	5	1001.11100005	11100104
2	30005	8	30004	1	56.5	26.6	1	8	5	1001.11100005	11100104
2	30005	9	30004	1	56.5	26.6	1	9	5	1001.11100005	11100104
2	30005	10	30004	1	56.5	26.6	1	10	5	1001.11100005	11100104
2	30006	1	30005	1	62.2	80	1	1	6	1001.11100006	11100105
2	30006	2	30005	1	62.2	80	1	2	6	1001.11100006	11100105
2	30006	3	30005	1	62.2	80	1	3	6	1001.11100006	11100105
2	30006	4	30005	1	62.2	80	1	4	6	1001.11100006	11100105
2	30006	5	30005	1	62.2	80	1	5	6	1001.11100006	11100105
2	30006	6	30005	1	62.2	80	1	6	6	1001.11100006	11100105
2	30006	7	30005	1	62.2	80	1	7	6	1001.11100006	11100105
2	30006	8	30005	1	62.2	80	1	8	6	1001.11100006	11100105
2	30006	9	30005	1	62.2	80	1	9	6	1001.11100006	11100105
2	30006	10	30005	1	62.2	80	1	10	6	1001.11100006	11100105
2	30007	1	30006	1	89.2	44	1	1	7	1001.11320010	11100172
2	30007	2	30006	1	89.2	44	1	2	7	1001.11320010	11100172
2	30007	3	30006	1	89.2	44	1	3	7	1001.11320010	11100172
2	30007	4	30006	1	89.2	44	1	4	7	1001.11320010	11100172
2	30007	5	30006	1	89.2	44	1	5	7	1001.11320010	11100172
2	30007	6	30006	1	89.2	44	1	6	7	1001.11320010	11100172
2	30007	7	30006	1	89.2	44	1	7	7	1001.11320010	11100172
2	30007	8	30006	1	89.2	44	1	8	7	1001.11320010	11100172
2	30007	9	30006	1	89.2	44	1	9	7	1001.11320010	11100172
2	30007	10	30006	1	89.2	44	1	10	7	1001.11320010	11100172
2	62001	1	0	0	0	100	1	0	0	1001.11320010	11100172
2	31001	1	30001	1	11.5	71.4	1	1	0	1001.11320001	110003
2	31001	2	30001	1	11.5	71.4	1	2	0	1001.11320001	110003
2	31001	3	30001	1	11.5	71.4	1	3	0	1001.11320001	110003
2	31001	4	30001	1	11.5	71.4	1	4	0	1001.11320001	110003
2	31001	5	30001	1	11.5	71.4	1	5	0	1001.11320001	110003
2	31001	6	30001	1	11.5	71.4	1	6	0	1001.11320001	110003
2	31001	7	30001	1	11.5	71.4	1	7	0	1001.11320001	110003
2	31001	8	30001	1	11.5	71.4	1	8	0	1001.11320001	110003
2	31001	9	30001	1	11.5	71.4	1	9	0	1001.11320001	110003
2	31001	10	30001	1	11.5	71.4	1	10	0	1001.11320001	110003
2	31002	1	30001	1	29.9	96.5	1	1	0	1001.11120002	110003
2	31002	2	30001	1	29.9	96.5	1	2	0	1001.11120002	110003
2	31002	3	30001	1	29.9	96.5	1	3	0	1001.11120002	110003
2	31002	4	30001	1	29.9	96.5	1	4	0	1001.11120002	110003
2	31002	5	30001	1	29.9	96.5	1	5	0	1001.11120002	110003
2	31002	6	30001	1	29.9	96.5	1	6	0	1001.11120002	110003
2	31002	7	30001	1	29.9	96.5	1	7	0	1001.11120002	110003
2	31002	8	30001	1	29.9	96.5	1	8	0	1001.11120002	110003
2	31002	9	30001	1	29.9	96.5	1	9	0	1001.11120002	110003
2	31002	10	30001	1	29.9	96.5	1	10	0	1001.11120002	110003
2	31003	1	30002	1	44.3	87.3	1	1	0	1001.11320002	110003
2	31003	2	30002	1	44.3	87.3	1	2	0	1001.11320002	110003
2	31003	3	30002	1	44.3	87.3	1	3	0	1001.11320002	110003
2	31003	4	30002	1	44.3	87.3	1	4	0	1001.11320002	110003
2	31003	5	30002	1	44.3	87.3	1	5	0	1001.11320002	110003
2	31003	6	30002	1	44.3	87.3	1	6	0	1001.11320002	110003
2	31003	7	30002	1	44.3	87.3	1	7	0	1001.11320002	110003
2	31003	8	30002	1	44.3	87.3	1	8	0	1001.11320002	110003
2	31003	9	30002	1	44.3	87.3	1	9	0	1001.11320002	110003
2	31003	10	30002	1	44.3	87.3	1	10	0	1001.11320002	110003
2	31004	1	30002	1	50.3	64.4	1	1	0	1001.11320003	110003
2	31004	2	30002	1	50.3	64.4	1	2	0	1001.11320003	110003
2	31004	3	30002	1	50.3	64.4	1	3	0	1001.11320003	110003
2	31004	4	30002	1	50.3	64.4	1	4	0	1001.11320003	110003
2	31004	5	30002	1	50.3	64.4	1	5	0	1001.11320003	110003
2	31004	6	30002	1	50.3	64.4	1	6	0	1001.11320003	110003
2	31004	7	30002	1	50.3	64.4	1	7	0	1001.11320003	110003
2	31004	8	30002	1	50.3	64.4	1	8	0	1001.11320003	110003
2	31004	9	30002	1	50.3	64.4	1	9	0	1001.11320003	110003
2	31004	10	30002	1	50.3	64.4	1	10	0	1001.11320003	110003
2	31005	1	30003	1	20.4	64.3	1	1	0	1001.11120005	110003
2	31005	2	30003	1	20.4	64.3	1	2	0	1001.11120005	110003
2	31005	3	30003	1	20.4	64.3	1	3	0	1001.11120005	110003
2	31005	4	30003	1	20.4	64.3	1	4	0	1001.11120005	110003
2	31005	5	30003	1	20.4	64.3	1	5	0	1001.11120005	110003
2	31005	6	30003	1	20.4	64.3	1	6	0	1001.11120005	110003
2	31005	7	30003	1	20.4	64.3	1	7	0	1001.11120005	110003
2	31005	8	30003	1	20.4	64.3	1	8	0	1001.11120005	110003
2	31005	9	30003	1	20.4	64.3	1	9	0	1001.11120005	110003
2	31005	10	30003	1	20.4	64.3	1	10	0	1001.11120005	110003
2	31006	1	30003	1	35	46.4	1	1	0	1001.11220002	110003
2	31006	2	30003	1	35	46.4	1	2	0	1001.11220002	110003
2	31006	3	30003	1	35	46.4	1	3	0	1001.11220002	110003
2	31006	4	30003	1	35	46.4	1	4	0	1001.11220002	110003
2	31006	5	30003	1	35	46.4	1	5	0	1001.11220002	110003
2	31006	6	30003	1	35	46.4	1	6	0	1001.11220002	110003
2	31006	7	30003	1	35	46.4	1	7	0	1001.11220002	110003
2	31006	8	30003	1	35	46.4	1	8	0	1001.11220002	110003
2	31006	9	30003	1	35	46.4	1	9	0	1001.11220002	110003
2	31006	10	30003	1	35	46.4	1	10	0	1001.11220002	110003
2	31007	1	30004	1	28.1	14.8	1	1	0	1001.11220005	110003
2	31007	2	30004	1	28.1	14.8	1	2	0	1001.11220005	110003
2	31007	3	30004	1	28.1	14.8	1	3	0	1001.11220005	110003
2	31007	4	30004	1	28.1	14.8	1	4	0	1001.11220005	110003
2	31007	5	30004	1	28.1	14.8	1	5	0	1001.11220005	110003
2	31007	6	30004	1	28.1	14.8	1	6	0	1001.11220005	110003
2	31007	7	30004	1	28.1	14.8	1	7	0	1001.11220005	110003
2	31007	8	30004	1	28.1	14.8	1	8	0	1001.11220005	110003
2	31007	9	30004	1	28.1	14.8	1	9	0	1001.11220005	110003
2	31007	10	30004	1	28.1	14.8	1	10	0	1001.11220005	110003
2	31008	1	30005	1	67.2	15.3	1	1	0	1001.11320001	110003
2	31008	2	30005	1	67.2	15.3	1	2	0	1001.11320001	110003
2	31008	3	30005	1	67.2	15.3	1	3	0	1001.11320001	110003
2	31008	4	30005	1	67.2	15.3	1	4	0	1001.11320001	110003
2	31008	5	30005	1	67.2	15.3	1	5	0	1001.11320001	110003
2	31008	6	30005	1	67.2	15.3	1	6	0	1001.11320001	110003
2	31008	7	30005	1	67.2	15.3	1	7	0	1001.11320001	110003
2	31008	8	30005	1	67.2	15.3	1	8	0	1001.11320001	110003
2	31008	9	30005	1	67.2	15.3	1	9	0	1001.11320001	110003
2	31008	10	30005	1	67.2	15.3	1	10	0	1001.11320001	110003
2	31009	1	30005	1	69.4	35.4	1	1	0	1001.11120002	110003
2	31009	2	30005	1	69.4	35.4	1	2	0	1001.11120002	110003
2	31009	3	30005	1	69.4	35.4	1	3	0	1001.11120002	110003
2	31009	4	30005	1	69.4	35.4	1	4	0	1001.11120002	110003
2	31009	5	30005	1	69.4	35.4	1	5	0	1001.11120002	110003
2	31009	6	30005	1	69.4	35.4	1	6	0	1001.11120002	110003
2	31009	7	30005	1	69.4	35.4	1	7	0	1001.11120002	110003
2	31009	8	30005	1	69.4	35.4	1	8	0	1001.11120002	110003
2	31009	9	30005	1	69.4	35.4	1	9	0	1001.11120002	110003
2	31009	10	30005	1	69.4	35.4	1	10	0	1001.11120002	110003
2	31010	1	30006	1	52.8	98	1	1	0	1001.11320002	110003
2	31010	2	30006	1	52.8	98	1	2	0	1001.11320002	110003
2	31010	3	30006	1	52.8	98	1	3	0	1001.11320002	110003
2	31010	4	30006	1	52.8	98	1	4	0	1001.11320002	110003
2	31010	5	30006	1	52.8	98	1	5	0	1001.11320002	110003
2	31010	6	30006	1	52.8	98	1	6	0	1001.11320002	110003
2	31010	7	30006	1	52.8	98	1	7	0	1001.11320002	110003
2	31010	8	30006	1	52.8	98	1	8	0	1001.11320002	110003
2	31010	9	30006	1	52.8	98	1	9	0	1001.11320002	110003
2	31010	10	30006	1	52.8	98	1	10	0	1001.11320002	110003
2	31011	1	30006	1	71.3	91.8	1	1	0	1001.11320003	110003
2	31011	2	30006	1	71.3	91.8	1	2	0	1001.11320003	110003
2	31011	3	30006	1	71.3	91.8	1	3	0	1001.11320003	110003
2	31011	4	30006	1	71.3	91.8	1	4	0	1001.11320003	110003
2	31011	5	30006	1	71.3	91.8	1	5	0	1001.11320003	110003
2	31011	6	30006	1	71.3	91.8	1	6	0	1001.11320003	110003
2	31011	7	30006	1	71.3	91.8	1	7	0	1001.11320003	110003
2	31011	8	30006	1	71.3	91.8	1	8	0	1001.11320003	110003
2	31011	9	30006	1	71.3	91.8	1	9	0	1001.11320003	110003
2	31011	10	30006	1	71.3	91.8	1	10	0	1001.11320003	110003
2	31012	1	30007	1	89.5	64.2	1	1	0	1001.11120005	110003
2	31012	2	30007	1	89.5	64.2	1	2	0	1001.11120005	110003
2	31012	3	30007	1	89.5	64.2	1	3	0	1001.11120005	110003
2	31012	4	30007	1	89.5	64.2	1	4	0	1001.11120005	110003
2	31012	5	30007	1	89.5	64.2	1	5	0	1001.11120005	110003
2	31012	6	30007	1	89.5	64.2	1	6	0	1001.11120005	110003
2	31012	7	30007	1	89.5	64.2	1	7	0	1001.11120005	110003
2	31012	8	30007	1	89.5	64.2	1	8	0	1001.11120005	110003
2	31012	9	30007	1	89.5	64.2	1	9	0	1001.11120005	110003
2	31012	10	30007	1	89.5	64.2	1	10	0	1001.11120005	110003
